title,artist,lyrics
Look Alive,BlocBoy JB Featuring Drake,"Look Alive Lyrics[Intro: Drake, BlocBoy JB & Lil Juice]
Tay Keith, fuck these niggas up!
Yeah, yeah (Ooh)
Yeah (Ooh)
6 God, BlocBoy, 6 God, BlocBoy (Ooh) (Word)
6 God, BlocBoy, 6 God, BlocBoy (Ooh) (BlocBoy, 6 God)
Yeah (Hey)

[Chorus: Drake & BlocBoy JB]
901 Shelby Drive, look alive, look alive ('Live)
Niggas came up on this side, now they on the other side (Word, word, word)
Oh well, fuck 'em, dawg, we gon' see how hard they ride (Huh, fuck 'em)
I get racks to go outside and I split it with the guys (Outside)
We up on the other side, niggas actin' like we tied
I've been gone since, like, July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide (Hah)
'Cause I told them that we put that shit behind us but I lied (Hah)

[Verse 1: Drake]
Ayy, ayy, look who I'm around, man
If I fucked up, I'ma be downtown, man
Fourth floor bound, man, that's if I get caught, man
Pushed me to the edge, so it really ain't my mothafuckin' fault
Man, I'm not to blame, man, this fuckin' industry is cutthroat
I'm not the same, man, and I could let you check the tag now
I'm rockin' name brand, I'm only chasin' after bags now
I got a game plan and I'm out here with the woo!
You might also like[Chorus: Drake & BlocBoy JB]
700, three high fives, look alive, look alive ('Live)
Niggas came up on this side, now they on the other side (Word, word, word)
Oh well, fuck 'em, dawg, we gon' see how hard they ride (Huh, fuck 'em)
I get racks to go outside and I split it with the guys (Outside)
We up on the other side, niggas actin' like we tied
I've been gone since, like, July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide (Hah)
'Cause I told them that we put that shit behind us but I— (Hah)

[Verse 2: BlocBoy JB]
Bitch, come through (Through)
You and you (You)
I'ma get the money (Word)
Dr—Dr—Drizzy get the loot (The loot)
Pu—pu—pull up with that Draco (Huh?)
Play with Drake and I'ma shoot (That's on my mama)
My—my—my weapon be a instrument
I'll blow you like a flute (Rrah)
Ni—ni—nigga play so he feelin' it (Feelin' it)
Pu—pull up broad day with a K, now he shiverin' (He shiverin')
Drop a nigga like he litterin' (Huh?)
W—w—we at your door like we the delivery (Yeah, yeah, yeah)
He not a plug, he middle man (Middle man)
That—that nigga brown like cinnamon (Cinnamon)
I got the rounds like Sugar Ray Robinson (Uh)
Shot to the chest have you gaspin' for oxygen (Shots)
I'ma spray 'em, just like Febreze (Huh, like Febreze)
Came a long way from sittin' in the nosebleeds (In the nosebleeds)
Now a nigga on the floor talkin' to the athletes (To the athletes)
Now I'm so close to the game that I could steal the stat sheet (Stat sheet)
It's Bloc
[Chorus: Drake & BlocBoy JB]
901 Shelby Drive, look alive, look alive ('Live)
Niggas came up on this side, now they on the other side (Word, word, word)
Oh well, fuck 'em, dawg, we gon' see how hard they ride (Huh, fuck 'em)
I get racks to go outside and I split it with the guys (Outside)
We up on the other side, niggas actin' like we tied
I've been gone since, like, July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide (Hah)
'Cause I told them to put that shit behind us but I lied (Hah)

[Outro: Drake & BlocBoy JB]
Behind me but I lied (That's on my mama)115Embed"
Delicate,Taylor Swift,"TranslationsTürkçeEspañolPortuguêsItalianoDeutschDelicate Lyrics[Intro]
This ain't for the best
My reputation's never been worse, so
You must like me for me
We can't make
Any promises now, can we, babe?
But you can make me a drink
[Verse 1]
Dive bar on the East Side, where you at?
Phone lights up my nightstand in the black
Come here, you can meet me in the back
Dark jeans and your Nikes, look at you
Oh, damn, never seen that color blue
Just think of the fun things we could do

[Pre-Chorus]
('Cause I like you) This ain't for the best
My reputation's never been worse, so
You must like me for me
(Yeah, I want you) We can't make
Any promises now, can we, babe?
But you can make me a drink

[Chorus]
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (Delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate
You might also like[Post-Chorus]
Isn't it? Isn't it? Isn't it?
Isn't it?
Isn't it? Isn't it? Isn't it?
Isn't it delicate?

[Verse 2]
Third floor on the West Side, me and you
Handsome, you're a mansion with a view
Do the girls back home touch you like I do?
Long night with your hands up in my hair
Echoes of your footsteps on the stairs
Stay here, honey, I don't wanna share

[Pre-Chorus]
('Cause I like you) This ain't for the best
My reputation's never been worse, so
You must like me for me
(Yeah, I want you) We can't make
Any promises now, can we, babe?
But you can make me a drink

[Chorus]
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (Delicate)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate
[Post-Chorus]
Isn't it? Isn't it? Isn't it?
Isn't it?
Isn't it? Isn't it? Isn't it?
Isn't it delicate?

[Bridge]
Sometimes, I wonder, when you sleep
Are you ever dreaming of me?
Sometimes, when I look into your eyes
I pretend you're mine all the damn time

[Chorus]
('Cause I like you)
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate (Delicate)
(Yeah, I want you)
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate (Delicate)
('Cause I like you)
Is it cool that I said all that? (Isn't it?)
Is it chill that you're in my head? (Isn't it? Isn't it?)
'Cause I know that it's delicate (Isn't it delicate?)
(Yeah, I want you)
Is it cool that I said all that? (Isn't it?)
Is it too soon to do this yet? (Isn't it? Isn't it?)
'Cause I know that it's delicate
Isn't it delicate?110Embed"
Yes Indeed,Lil Baby & Drake,"Yes Indeed Lyrics[Intro: Drake & Future]
Yeah
Wheezy outta here

[Verse 1: Drake]
The dash, it's digi', the schedule busy
My head in a hoodie, my shorty a goodie
My cousins are crazy, my cousins like Boogie
Life is amazin', it is what it should be
Been here for ten but I feel like a rookie
I tell her, ""Look up"" 'cause it's snowin' in Tootsie's
Booked for three years, man, you can't even book me
It's me and Lil Baby, this shit goin' crazy
Wheezy produced it and Weezy F. made me
And she held it down, so she got a Mercedes
Young Money Records, the Army, the Navy
They ran me ten thousand, I threw it like Brady
The foreign is yellow like Tracee and K.D
I trusted my niggas, they never betrayed me
Met all these niggas, they sweeter than Sadie
When I started out, I just took what they gave me
Did all the favors, they never repaid me
It worked in my favor, 'cause nobody saved me

[Chorus: Lil Baby]
Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like, ""Yes, indeed""
You might also like[Verse 2: Lil Baby]
Cartier glasses, I won't even peek at you
Yellow Ferrari like Pikachu
I got 'em waitin' and watchin' what he gon' do
Tryna peep what I do, tryna steal my moves
25 hundred for a new pair of tennis shoes
The same price, I could make them youngins come and finish you
Lawyer been chargin', he a Jewish like he voodoo
Real dope boy, hundred thousand in Evisu
Presidential tints slide by, we don't see you
I been gettin' money, I ain't worried 'bout what he do
I'm gettin' money like I'm from the '80s
Me and Drake 'bout to drop, man, this shit gon' go crazy
They know I'm the truth, comin' straight from the basement
I'm straight as the street, man I come from the pavement
A million, all hundreds, it make 'em go crazy
Wham-wham-wham, bitch, I'm the baby

[Chorus: Lil Baby]
Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like, ""Yes, indeed""
Me and my dawg goin' all the way
When you livin' like this, they supposed to hate
Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like, ""Yes, indeed""
Me and my dawg goin' all the way
When you livin' like this, they supposed to hate
[Outro: Future]
Wheezy outta here89Embed"
Friends,Marshmello & Anne-Marie,"TranslationsРусскийTürkçeFRIENDS Lyrics[Intro]
Ooh-oh, ooh-woh
Ooh-oh, ooh-woh

[Verse 1]
You say you love me, I say you crazy
We're nothing more than friends
You're not my lover, more like a brother
I known you since we were like ten, yeah

[Refrain]
Don't mess it up, talking that shit
Only gonna push me away, that's it!
When you say you love me, that make me crazy
Here we go again

[Pre-Chorus]
Don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus]
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S
You might also like[Verse 2]
Have you got no shame? You looking insane
Turning up at my door
It's two in the morning, the rain is pouring
Haven't we been here before?

[Refrain]
Don't mess it up, talking that shit
Only gonna push me away, that's it!
Have you got no shame? You looking insane
Here we go again

[Pre-Chorus]
So don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus]
Haven't I made it obvious? (Haven't I made it?)
Haven't I made it clear? (Haven't I made it clear?)
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear? (Haven't I?)
Want me to spell it out for you? (To spell it out for you?)
F-R-I-E-N-D-S
F-R-I-E-N-D-S
[Bridge]
F-R-I-E-N-D-S
That's how you **** spell ""friends""
F-R-I-E-N-D-S
Get that shit inside your head
No, no, yeah, uh, ah
F-R-I-E-N-D-S
We're just friends

[Pre-Chorus]
So don't go look at me with that look in your eye
You really ain't going nowhere without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus]
Haven't I made it obvious? (Have I not made it obvious?)
Haven't I made it clear? (Yeah, I made it very clear)
Want me to spell it out for you? (Yo)
F-R-I-E-N-D-S (I said F-R-I-E-N-D-S)
Haven't I made it obvious? (I made it very obvious)
Haven't I made it clear? (I made it very clear)
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S
[Outro]
Mmm, ooh, ooh, ooh
Ah, ah-oh, ah-oh214Embed"
Bad At Love,Halsey,"TranslationsTürkçeEspañolPortuguêsFrançaisDanskBad at Love Lyrics[Verse 1]
Got a boy back home in Michigan
And he tastes like Jack when I'm kissing him
So I told him that I never really liked his friends
Now he's gone and he's calling me a bitch again
There's a guy that lives in the garden state
And he told me that we'd make it 'til we graduate
So I told him that the music would be worth the wait
But he wants me in the kitchen with a dinner plate

[Pre-Chorus]
I believe, I believe, I believe, I believe that we're meant to be
But jealousy, jealousy, jealousy, jealousy get the best of me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause

[Chorus]
I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love
You might also like[Verse 2]
Got a girl with California eyes
And I thought that she could really be the one this time
But I never got the chance to make her mine
Because she fell in love with little thin white lines
London girl with an attitude
We never told no one, but we look so cute
Both got way better things to do
But I always think about it when I'm riding through

[Pre-Chorus]
I believe, I believe, I believe, I believe that I'm in too deep
And jealousy, jealousy, jealousy, jealousy get the best in me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause

[Chorus]
I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love (Ooh-ooh)
[Post-Chorus]
Oh, you know, you know, you know, you know (Ooh-ooh)
I'm bad at love (Ooh-ooh)
I'm bad at love (Ooh-ooh)

[Bridge]
I know that you're afraid I'm gonna walk away
Each time the feeling fades
Each time the feeling fades
I know that you're afraid I'm gonna walk away
Each time the feeling fades

[Chorus]
You know I'm bad at love (Ooh-ooh)
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one (Ooh-ooh)
That could finally fix me
Lookin' at my history
I'm bad at love (Ooh-ooh)

[Post-Chorus]
Oh, you know, you know, you know, you know (Ooh-ooh)
I'm bad at love (Ooh-ooh)
Oh, oh77Embed"
Taste,Tyga Featuring Offset,"Taste Lyrics[Intro: Tyga]
D.A.
Hah

[Verse 1: Tyga]
Slide on it pimp game with my pinky ring
Lotta gang, lotta bitches, and a icy chain
Why you claim that you rich? That's a false claim
I be straight to the whip, no baggage claim
Whole lotta styles, can't even pronounce the name
You ain't got no style, see you on my Instagram
I be rockin' it like it's fresh out the pan
Only when I'm takin' pics, I'm the middleman
Walk, talk it like a boss, I just lift a hand
Three million cash, call me Rain Man
Money like a shower, that's my rain dance
And we all in black, like it's Gangland
Say the wrong words, you be hangman
Watch me stick to your bitch like a spray tan
Aw, Mr. What-Kind-of-Car-He-In?
And the city love my name, nigga, I ain't gotta say it

[Chorus: Tyga]
(Taste, taste), she can get a taste
(Taste, taste), she can get a taste
(Taste, taste), fuck what a nigga say
It's all the same like Mary-Kate
(Taste, taste), she can get a taste
(Taste, taste), let you get a taste
(Taste, taste), do you love the taste?
Yeah, that's cool, but he ain't like me
You might also like[Verse 2: Tyga]
Lotta girls like me, niggas wanna fight me
Nigga, get your ass checked like a fuckin' Nike
Me not icy, that's unlikely
And she gon' suck me like a fuckin' Hi-C
Aw, chains on the neck for the whole team
And I feel like Gucci with the ice cream
And my bitch want the Fenty, not the Maybelline
I'm the black JB, the way these bitches scream
Make these bitches scream
Ah, pretty little thing
Like my nigga A.E.
Say, ""Yadadadamean""

[Chorus: Tyga & Offset]
(Taste, taste), she can get a taste
(Taste, taste), she can get a taste
(Taste, taste), fuck what a nigga say
It's all the same like Mary-Kate
(Taste, taste), she can get a taste
(Taste, taste), let you get a taste
(Yes, yes), do you love the taste?
Yeah, that's cool (Offset)

[Verse 3: Offset]
Yeah, I'ma put the drip on the plate, yeah (Drip, drip)
Diamond ice glacier, niggas imitate (Ice, ice)
Ayy, ayy, feed me grapes, Maybach with the drake (Grapes)
Slow pace in the Wraith, got this shit from bae (Skrrt)
Diamonds up to par (Par), the cookie hittin' hard (Hard)
The 'Rari sit in park (Park), on Addy on Mars (Mars)
Shotgun shells, we gon' always hit the target (Blah)
Popcorn, big shell poppin' out the cartridge (Pop it)
3400 Nawfside, Charles Barkley (Nawf)
4-8-8, Ferrari (Skrrt)
Make her get on top of me and ride me like a Harley (Ride)
She wanna keep me company and never wan' depart me, depart me (No)
Yeah, fishtail in the parking lot (Skrrt, skrrt)
I don't kick it with these niggas 'cause they talk about ya (Yeah)
Yeah, and I got the fire, don't make me spark it out ya (Fire)
Yeah, keep it in my back pocket like it's a wallet (Who?)
Like the way she suck it, suck it like a Jolly (Woah)
Stack it up and put it with the whole project (Racks)
And she got that Patek on water moccasin (Patek)
I'm rich in real life, I get that profit, copy (Hey)
[Chorus: Tyga]
(Taste, taste), she can get a taste
(Taste, taste), let you get a taste
(Taste, taste), do you love the taste?
Yeah, that's cool, but he ain't like me

[Outro: Tyga]
(Taste, taste), LA, you can get a taste
(Taste, taste), Miami, you can get a taste
(Taste, taste), Oakland, you can get a taste
(Taste, taste), New York, do you love the taste?
(Taste, taste), Chi-Town, you can get a taste
(Taste, taste), Houston, you can get a taste
(Taste, taste), ayy, Portland, you can get a taste
(Taste, taste), overseas, let them bitches taste
(Taste, taste), she can get a taste
(Taste, taste), she can get a taste
(Taste, taste), do you love the taste?
(Taste, taste), worldwide, they gon' get a taste90Embed"
Let You Down,NF,"TranslationsРусскийΕλληνικάDeutschLet You Down Lyrics[Chorus]
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down

[Verse 1]
Yeah, I guess I'm a disappointment, doin' everything I can
I don't wanna make you disappointed, it's annoying
I just wanna make you feel like everything I ever do
Was never tryna make an issue for you, but I guess the more you
Thought about everything you were never even wrong
In the first place, right? Yeah, I'ma just ignore you
Walking towards you with my head down
Lookin' at the ground, I'm embarrassed for you
Paranoia, what did I do wrong this time?
That's parents for you
Very loyal? Shoulda had my back
But you put a knife in it—my hands are full
What else should I carry for you?
I cared for you, but…
You might also like[Chorus]
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Le-le-let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down

[Verse 2]
Yeah, you don't wanna make this work
You just wanna make this worse
Want me to listen to you, but you don't ever hear my words
You don't wanna know my hurt, yeah
Let me guess, you want an apology, probably
How can we keep going at a rate like this?
We can't, so I guess I'ma have to leave
Please, don't come after me
I just wanna be alone right now, I don't really wanna think at all
Go ahead, just drink it off
Both know you're gonna call tomorrow like nothing's wrong
Ain't that what you always do?
I feel like every time I talk to you, you're in an awful mood
What else can I offer you?
There's nothing left right now, I gave it all to you
[Chorus]
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Le-le-let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down

[Verse 3]
Yeah, don't talk down to me
That's not gonna work now
Packed all my clothes and I moved out
I don't even wanna go to your house
Every time I sit on that couch
I feel like you lecture me, eventually, I bet that we
Coulda made this work
And prolly woulda figured things out
But I guess I'm a letdown
But it's cool, I checked out
Oh, you wanna be friends now?
Okay, let's put my fake face on and pretend now
Sit around and talk about the good times that didn't even happen
I mean, why are you laughing?
Must have missed that joke, let me see if I can find a reaction
No, but at least you're happy
[Chorus]
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Oh, I let you down
All these voices in my head get loud
And I wish that I could shut them out
I'm sorry that I let you down
Oh, let you down

[Outro]
Yeah, I'm sorry
I'm so sorry now
Yeah, I'm sorry that I let you down336Embed"
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,"TranslationsFrançaisNo Limit Lyrics[Chorus: A$AP Rocky, G-Eazy]
If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

[Post-Chorus: G-Eazy]
Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money

[Verse 1: G-Eazy]
No limit, I'm a fucking soldier, ayy
Always lit, yeah, I'm never sober
It's been three days in a row, your bitch coming over
Told that bitch to kick rocks, she act like it's a boulder, ayy
'Rari, shopping, let me, cop it
Always, poppin', hella, poppin'
She's a, bopper, homie, hoppin'
Ain't no, stopping, album, droppin'
Got the city on fire
Bitch lying on me like she tired
I might have to fuck around and call Kamaiyah
Ho stirring up the pot, jambalaya
Young Gerald, ayy
You might also like[Chorus: A$AP Rocky, G-Eazy]
If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

[Post-Chorus: Cardi B, G-Eazy]
Yeah, fuck him then I get some money
Yeah, fuck him then I get some money
Yeah, fuck him then I get some money
Yeah, fuck him then I get some money

[Verse 2: Cardi B]
I need tongue, I need face, give me brain, concentrate
Apple phone, Prada case, kill a weave, rock a lace
Fuck the Moët, buy the Ace, fuck the Ghost, drive the Wraith
Get some money, flood the Rollie, fuck the Rollie, Patek face
My career takin' off, these hoes jogging in place
Swear these hoes run they mouth, how these hoes out of shape?
Can you stop with all the subs? Bitch, I ain't Jared
If you really want some smoke, you can pull up, you can get it
Grab a hand full of braids, make your nigga eat me out
Put a white boy on Sazón, I might turn G-Eazy out
Keep it G from the club 'til the end from the start
You know me, Cardi B, pussy poppin' on the charts, ah, ah!
[Chorus: A$AP Rocky, G-Eazy]
If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

[Post-Chorus: G-Eazy]
Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money

[Verse 3: G-Eazy]
Yeah, it ain't nice, fam
You can study where I'm from on my Viceland
This is nothing new to me, this my life, fam
I can pull a million girls from a mic stand
Pull one at my show 'cause I like fans
Later on, I got two in my night plans
Man this year, I had 300 one night stands
Keep a Costco pack of rubbers in my night stand
Damn Daniel, back again with the, hah, Saint-Laurent
Ayy, they send me product, yeah, it's retarded
Ayy, this was free, ayy, bitch you bought it
Bitch you on my dick, ayy, bitch get off it
[Chorus: A$AP Rocky, G-Eazy]
If I hit it one time, I'ma pipe her
If I hit it two times then I like her (I like her)
If I fuck three times, I'ma wife her (Wife her)
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)
Money, dance, turn this shit into a nightclub
(Ayy, ayy, ayy, ayy)

[Post-Chorus: G-Eazy]
Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money126Embed"
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,"TranslationsEnglishEspañolPortuguêsEesti6ix9ine - FEFE ft. Nicki Minaj & Murda Beatz (Deutsche Übersetzung) Lyrics[Intro: 6ix9ine, Nicki Minaj & Baka]
Das ist TR3YWAY!
König von New York, sucht nach der Königin
Ah, du hast die Richtige
L-Lass es diese-l-lass es diese S-S-Schlampen wissen, Nigga
Queens, Brooklyn, prr, ah!
Murda on the beat so it's not nice!

[Part 1: 6ix9ine]
Muschi ist nass, nass, und es tropft, tropft
Ist eine Spritzpistole, fick sie, sie ist ein Fefe
Ihr Name Keke, sie bläst meinen Schwanz als sei er gratis, gratis
Ich weiß noch nicht einmal, so „Wieso habe ich das getan?“
Ich weiß noch nicht einmal, so „Wieso habe ich sie gefickt?“
Ich weiß nur, dass ich sie nicht zu meiner Frau machen kann
Bin nett zu ihr, damit sie sich nicht wehrt
Drehe um und fick es von hinten, hinten, hinten
Beuge sie runter und lass es klatschen, klatschen, klatschen

[Hook: 6ix9ine]
Ich will nicht wirklich Freunde
Ich will nicht wirklich Freunde, nein

[Part 2: 6ix9ine]
Draco hat den Rückstoß, wenn ich schieße, werden sie zu Leichtathleten
Sie schießen nicht zurück, ein Schuss, Nahdistanz, roter Punkt
Kopf platzt, ja, ich hab's getan, ja, das ist mein Leben
Rufe einen Uber mit meinen Schützen, mit einem Ruger, wir erledigen dich
Typen sagen, sie töten Leute, doch ich tu es wirklich
You might also like[Hook: 6ix9ine]
Ich will nicht wirklich Freunde
Ich will nicht wirklich Freunde, nein

[Part 3: Nicki Minaj]
Er-Er will 69 wie Tekashi, nenn' ihn Papi
Shoutout an A$AP, halte mich mit Diamanten bestückt, ich komme aus New York, also bin ich frech
Sagt, er mag meine Bande, kaufte mir Chloé wie Kardashi
Hält meine Muschi in Versace, sagte ich bin schön so wie Tinashe
Halt-Halte es alles in sein Gesicht, wurde ich angeklagt?
Soeben ist jemand meinem Pussy-Game erlitten, doch ich hinterlasse nie eine Spur
Gesicht so schön, Arsch langt für Tage, ich bekomme Chips, ich frage nach Lay's
Ich lehne mich nur zurück, wenn er fertig ist und frage, „Wie hat es geschmeckt?“
(Yo, wie hat es geschmeckt?)

[Refrain: 6ix9ine]
Ich will nicht wirklich keine Freunde
Ich will nicht wirklich keine Freunde, nein

[Part 4: Nicki Minaj]
Ey yo, Draco hat den Rückstoß
Wenn es zurückstoßt bekommst du deine Sachen nicht mehr wieder
Genau genommen bin ich diese Bitch, diese
„Ich hasse Smalltalk, Plaudereinen kümmern mich nicht“
Klimaanlage hat aufgehört zu funktionieren
Also rufen sie mich, sagten mir ich solle mein Handgelenk zurückbringen
Komme hin, Mode tragend
Bringe jede Bitch dazu zu sagen, „Yo, was ist das?“
[Refrain: 6ix9ine & Nicki Minaj]
Ich will nicht wirklich keine Freunde
Ich will nicht wirklich keine Freunde, nein

[Part 5: 6ix9ine & Nicki Minaj]
Ene, mene, miste
Die Hure rappelt in der Kiste
Wenn sie nicht mich und Nicki fickt
Kicke ich die Schlampe zurück durch die Tür (TR3YWAY)
Ich will nicht wirklich keine Freunde
Meine Alte hat sich gerade einen Benz gekauft
Nicki sprang hinein
Jetzt werde ich diese Schlampe nie wieder sehen
Ene, mene, miste (Nein)
Die Hure rappelt in der Kiste (Nein)
Wenn sie nicht mich und Nicki fickt (Nein)
Kick ich die Schlampe zurück durch die Tür (Nein, TR3YWAY)

[Outro: Nicki Minaj & 6ix9ine]
Mhm, Young Money, Young Money Häschen
Farbige Haare, ist mir egal
Ich will nicht wirklich keine Freunde
Ich will nicht wirklich keine Freunde, nein
Ich will nicht wirklich keine Freunde
Ich will nicht wirklich keine Freunde, nein
Scum Gang!2Embed"
Tequila,Dan + Shay,"Tequila Lyrics[Verse 1: Shay, with Dan]
I can still shut down a party
I can hang with anybody
I can drink whiskey and red wine
Champagne all night
Little Scotch on the rocks and I'm fine, I'm fine

[Chorus: Dan + Shay , Dan]
But when I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya
When I taste tequila (When I, when I, when I)
When I taste tequila (When I, when I, when I)

[Verse 2: Shay, with Dan]
I can kiss somebody brand new
And not even think about you
I can show up to the same bar
Hear the same songs in my car
Baby, your memory, it only hits me this hard

[Chorus: Dan + Shay , Dan]
When I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya (Need ya)
When I taste tequila (When I, when I, when I)
When I taste tequila (When I, when I, when I)
You might also like[Bridge: Dan + Shay]
I ain't even drunk, I ain't even drunk and I'm thinkin'
How I need your love, how I need your love, yeah, it sinks in

[Chorus: Dan + Shay]
When I taste tequila
Baby, I still see ya
Sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya (Need ya)
When I taste tequila (When I, when I, when I)
When I taste tequila, oh (When I, when I, when I)
When I taste tequila, oh (When I, when I, when I)
When I taste tequila (When I, when I, when I)
Ooh12Embed"
